순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1342,094860,코닉글로리,"1,880","-30","-1.6","748,070","1,413,106,235","1,920","1,930","1,865","95,208,078,600","0.01","50,642,595",,,
1343,196490,디에이테크놀로지,"1,420","-5","-0.4","2,515,848","3,519,894,070","1,405","1,425","1,375","95,163,059,380","0.01","67,016,239",,,
1344,023770,플레이위드,"11,100","-250","-2.2","73,419","821,891,800","11,350","11,400","11,050","94,982,133,900","0.01","8,556,949",,,
1345,065560,녹원씨엔아이,"5,500","0","0.0","0","0","0","0","0","94,933,437,500","0.01","17,260,625",,,
1346,267320,나인테크,"2,555","-110","-4.1","2,061,778","5,384,514,290","2,665","2,695","2,540","94,858,345,470","0.01","37,126,554",,,
1347,063440,SM Life Design,"2,105","-130","-5.8","4,661,106","9,918,114,000","2,200","2,205","2,085","94,786,369,170","0.01","45,029,154",,,
1348,085310,엔케이,"1,185","50","4.4","1,429,191","1,679,778,405","1,150","1,195","1,145","94,780,272,120","0.01","79,983,352",,,
1349,012200,계양전기,"2,905","120","4.3","500,999","1,437,680,520","2,795","2,925","2,785","94,703,000,000","0.01","32,600,000",,,
1350,263770,유에스티,"3,995","-55","-1.4","129,472","520,300,600","4,060","4,080","3,990","94,682,187,140","0.01","23,700,172",,,
1351,900290,GRT,"1,405","5","0.4","132,456","184,583,430","1,405","1,410","1,365","94,661,875,000","0.01","67,375,000",,,
1352,018680,서울제약,"11,150","-300","-2.6","1,429,088","16,250,701,700","11,750","12,100","10,700","94,613,313,850","0.01","8,485,499",,,
1353,115440,우리넷,"10,350","-100","-1.0","107,141","1,117,336,900","10,450","10,700","10,250","94,567,370,400","0.01","9,136,944",,,
1354,215380,우정바이오,"8,390","-40","-0.5","409,598","3,406,077,820","8,450","8,500","8,220","94,160,466,600","0.01","11,222,940",,,
1355,071460,위니아딤채,"2,610","-40","-1.5","91,847","240,884,555","2,690","2,690","2,610","93,874,639,950","0.01","35,967,295",,,
1356,053350,이니텍,"4,740","30","0.6","31,084","146,114,025","4,695","4,745","4,660","93,808,941,840","0.01","19,790,916",,,
1357,078890,가온미디어,"6,210","60","1.0","168,254","1,050,755,620","6,170","6,330","6,170","93,611,359,530","0.01","15,074,293",,,
1358,002600,조흥,"156,000","500","0.3","103","16,085,000","155,500","158,000","155,500","93,600,000,000","0.01","600,000",,,
1359,062970,피피아이,"10,050","-100","-1.0","212,107","2,140,914,100","10,150","10,300","10,000","93,547,259,250","0.01","9,308,185",,,
1360,004720,우리들제약,"6,820","50","0.7","688,158","4,698,050,520","6,930","6,970","6,700","93,476,447,680","0.01","13,706,224",,,
1361,114450,KPX생명과학,"6,230","0","0.0","78,815","485,672,880","6,130","6,250","6,030","93,450,000,000","0.01","15,000,000",,,
1362,067370,선바이오,"12,150","1,550","14.6","32,626","373,812,500","10,800","12,150","10,450","93,197,061,000","0.01","7,670,540",,,
1363,004450,삼화왕관,"43,200","250","0.6","225","9,705,500","42,450","43,400","42,450","93,069,172,800","0.01","2,154,379",,,
1364,111870,삼본전자,"1,430","30","2.1","1,036,022","1,463,763,180","1,390","1,455","1,370","92,787,932,380","0.01","64,886,666",,,
1365,089140,넥스턴,"7,830","-70","-0.9","16,959","132,420,100","7,900","7,900","7,750","92,758,251,600","0.01","11,846,520",,,
1366,002140,고려산업,"3,715","-70","-1.8","557,450","2,088,327,415","3,785","3,800","3,715","92,649,963,875","0.01","24,939,425",,,
1367,095910,에스에너지,"6,620","350","5.6","3,781,510","25,205,222,390","6,310","6,940","6,220","92,617,917,640","0.01","13,990,622",,,
1368,040420,정상제이엘에스,"5,900","10","0.2","11,441","67,293,910","5,860","5,910","5,850","92,497,556,800","0.01","15,677,552",,,
1369,040300,YTN,"2,200","130","6.3","267,266","572,151,230","2,070","2,200","2,070","92,400,000,000","0.01","42,000,000",,,
1370,327610,펨토바이오메드,"16,750","-250","-1.5","3,913","64,747,150","17,000","17,500","16,500","92,240,491,250","0.01","5,506,895",,,
1371,145210,세화아이엠씨,"1,135","-25","-2.2","2,514,690","2,855,950,385","1,170","1,195","1,095","92,042,523,090","0.01","81,094,734",,,
1372,222420,쎄노텍,"2,290","-50","-2.1","1,155,291","2,669,429,245","2,325","2,355","2,280","91,962,220,750","0.01","40,158,175",,,
1373,100220,비상교육,"7,060","20","0.3","16,211","114,319,130","7,040","7,080","7,030","91,756,991,460","0.01","12,996,741",,,
1374,194370,제이에스코퍼레이션,"6,880","20","0.3","15,646","107,122,140","6,920","6,920","6,800","91,748,934,880","0.01","13,335,601",,,
1375,033100,제룡전기,"5,710","-30","-0.5","206,060","1,193,501,250","5,850","5,880","5,710","91,716,355,390","0.01","16,062,409",,,
1376,004440,대림씨엔에스,"7,200","500","7.5","212,392","1,482,871,200","6,750","7,200","6,680","91,670,018,400","0.01","12,731,947",,,
1377,080220,제주반도체,"2,935","-50","-1.7","251,747","746,885,830","3,030","3,045","2,930","91,352,051,100","0.01","31,125,060",,,
1378,002360,SH에너지화학,"822","8","1.0","664,913","546,315,104","817","827","815","91,351,926,060","0.01","111,133,730",,,
1379,019440,세아특수강,"10,650","350","3.4","14,522","152,628,000","10,300","10,650","10,300","91,270,500,000","0.01","8,570,000",,,
1380,204630,화이브라더스코리아,"3,160","-105","-3.2","686,460","2,244,146,290","3,260","3,410","3,145","91,267,881,560","0.01","28,882,241",,,
1381,219550,MP한강,"1,590","-65","-3.9","6,257,891","10,797,223,625","1,655","1,850","1,590","91,218,400,170","0.01","57,370,063",,,
1382,092440,기신정기,"3,120","75","2.5","50,981","158,586,030","3,045","3,145","3,045","91,104,000,000","0.01","29,200,000",,,
1383,169330,마크로밀엠브레인,"10,150","-100","-1.0","147,466","1,489,905,050","10,250","10,300","10,050","91,029,858,850","0.01","8,968,459",,,
1384,005750,대림B&Co,"5,450","40","0.7","114,227","617,476,190","5,300","5,510","5,300","90,863,708,000","0.01","16,672,240",,,
1385,089230,THE E&M,"730","8","1.1","1,230,492","905,099,150","726","752","720","90,774,168,480","0.01","124,348,176",,,
1386,227840,현대코퍼레이션홀딩스,"9,960","-140","-1.4","36,878","369,579,230","10,000","10,150","9,950","90,644,326,560","0.01","9,100,836",,,
1387,156100,엘앤케이바이오,"7,270","-260","-3.4","184,195","1,341,241,360","7,530","7,540","7,210","90,630,844,320","0.01","12,466,416",,,
1388,007370,진양제약,"7,540","470","6.6","4,331,153","32,194,226,480","7,170","7,760","7,080","90,480,000,000","0.00","12,000,000",,,
1389,067830,세이브존I&C,"2,200","-35","-1.6","41,951","92,488,085","2,235","2,235","2,195","90,289,969,000","0.00","41,040,895",,,
1390,014200,광림,"1,705","65","4.0","1,909,319","3,322,956,740","1,640","1,795","1,635","90,232,408,970","0.00","52,922,234",,,
1391,003547,대신증권2우B,"9,010","120","1.4","105,571","951,188,750","8,900","9,060","8,870","90,100,000,000","0.00","10,000,000",,,
1392,256150,한독크린텍,"22,000","1,000","4.8","269,726","5,911,159,450","21,900","22,300","21,450","90,002,000,000","0.00","4,091,000",,,
1393,341310,이앤에치,"5,200","-200","-3.7","3,583","18,780,770","5,390","5,400","5,020","89,925,680,000","0.00","17,293,400",,,
1394,008250,이건산업,"8,200","520","6.8","379,552","3,035,819,050","8,000","8,200","7,780","89,811,607,000","0.00","10,952,635",,,
1395,049520,유아이엘,"4,120","50","1.2","51,397","210,866,870","4,100","4,130","4,060","89,753,936,320","0.00","21,784,936",,,
1396,069110,코스온,"4,800","-60","-1.2","48,593","236,235,020","4,895","4,940","4,800","89,746,372,800","0.00","18,697,161",,,
1397,051380,피씨디렉트,"11,700","50","0.4","302,388","3,486,011,350","11,500","11,750","11,300","89,721,871,200","0.00","7,668,536",,,
1398,043340,에쎈테크,"1,245","-55","-4.2","509,570","648,297,425","1,305","1,310","1,245","89,640,000,000","0.00","72,000,000",,,
1399,173940,에프엔씨엔터,"6,240","-100","-1.6","40,049","250,337,850","6,280","6,320","6,200","89,636,851,200","0.00","14,364,880",,,
1400,080720,한국유니온제약,"15,150","700","4.8","338,225","4,971,246,100","14,700","15,150","14,300","89,441,479,200","0.00","5,903,728",,,
1401,016880,웅진,"1,125","0","0.0","174,395","195,223,805","1,130","1,135","1,105","89,300,621,250","0.00","79,378,330",,,
1402,016790,현대사료,"14,500","0","0.0","49,034","706,760,050","14,500","14,600","14,250","89,182,047,000","0.00","6,150,486",,,
1403,020760,일진디스플,"3,140","60","2.0","740,122","2,361,446,570","3,135","3,285","3,060","88,907,341,600","0.00","28,314,440",,,
1404,056700,신화인터텍,"3,050","-100","-3.2","837,593","2,578,376,365","3,150","3,150","3,030","88,862,027,550","0.00","29,135,091",,,
1405,053700,삼보모터스,"5,280","-110","-2.0","420,830","2,258,177,340","5,390","5,520","5,230","88,609,102,560","0.00","16,782,027",,,
1406,065350,신성델타테크,"3,565","25","0.7","263,733","928,886,625","3,460","3,590","3,460","88,602,167,795","0.00","24,853,343",,,
1407,003080,성보화학,"4,425","-30","-0.7","24,325","107,196,235","4,480","4,480","4,335","88,588,500,000","0.00","20,020,000",,,
1408,079190,EMW,"2,780","0","0.0","0","0","0","0","0","88,360,067,660","0.00","31,784,197",,,
1409,073110,엘엠에스,"9,910","-30","-0.3","95,861","954,978,850","9,990","10,100","9,910","88,156,932,050","0.00","8,895,755",,,
1410,064850,에프앤가이드,"8,000","110","1.4","503","3,976,190","7,870","8,000","7,870","88,000,000,000","0.00","11,000,000",,,
1411,192250,케이사인,"1,360","10","0.7","598,095","808,573,370","1,345","1,365","1,335","87,952,909,520","0.00","64,671,257",,,
1412,171010,램테크놀러지,"7,570","-200","-2.6","339,277","2,581,099,670","7,700","7,740","7,520","87,864,747,760","0.00","11,606,968",,,
1413,005190,동성화학,"16,450","200","1.2","8,045","131,362,050","16,250","16,500","16,100","87,770,027,800","0.00","5,335,564",,,
1414,045060,오공,"5,180","-10","-0.2","313,112","1,630,202,180","5,220","5,260","5,170","87,759,425,320","0.00","16,941,974",,,
1415,004080,신흥,"9,130","20","0.2","1,178","10,719,190","9,110","9,130","9,050","87,648,000,000","0.00","9,600,000",,,
1416,007980,태평양물산,"1,820","10","0.6","383,032","698,526,220","1,820","1,840","1,810","87,632,248,340","0.00","48,149,587",,,
1417,000650,천일고속,"61,300","0","0.0","1,164","70,978,200","61,300","62,400","60,200","87,611,186,000","0.00","1,429,220",,,
1418,031820,콤텍시스템,"1,290","-10","-0.8","761,705","984,137,215","1,305","1,305","1,285","87,528,391,140","0.00","67,851,466",,,
1419,053690,한미글로벌,"7,980","-10","-0.1","193,575","1,545,019,850","7,990","8,180","7,720","87,441,249,000","0.00","10,957,550",,,
1420,094170,동운아나텍,"5,540","0","0.0","391,373","2,190,991,260","5,550","5,740","5,520","87,304,150,880","0.00","15,758,872",,,
1421,900310,컬러레이,"1,615","-10","-0.6","103,522","167,316,145","1,635","1,635","1,605","87,210,000,000","0.00","54,000,000",,,
1422,004870,티웨이홀딩스,"1,135","5","0.4","173,966","196,944,805","1,130","1,150","1,120","87,032,770,425","0.00","76,680,855",,,
1423,250060,모비스,"2,705","45","1.7","1,279,026","3,488,873,055","2,705","2,775","2,660","87,023,404,370","0.00","32,171,314",,,
1424,034300,신세계건설,"21,750","550","2.6","9,071","193,952,400","21,500","21,750","20,950","87,000,000,000","0.00","4,000,000",,,
1425,032560,황금에스티,"6,210","140","2.3","163,645","1,020,641,940","6,090","6,340","6,050","86,940,000,000","0.00","14,000,000",,,
1426,056080,유진로봇,"2,315","10","0.4","106,928","247,567,300","2,285","2,350","2,285","86,840,631,880","0.00","37,512,152",,,
1427,270520,지엔원에너지,"2,955","30","1.0","1,888,072","5,673,021,270","2,910","3,160","2,880","86,832,128,325","0.00","29,384,815",,,
1428,088910,동우팜투테이블,"3,355","25","0.8","195,230","652,749,260","3,340","3,405","3,300","86,665,568,220","0.00","25,831,764",,,
1429,186230,그린플러스,"17,900","400","2.3","258,696","4,606,783,500","17,750","18,300","17,450","86,526,290,900","0.00","4,833,871",,,
1430,006910,보성파워텍,"1,875","15","0.8","2,855,242","5,460,493,905","1,855","2,000","1,830","86,386,985,625","0.00","46,073,059",,,
1431,012280,영화금속,"1,900","35","1.9","2,756,843","5,276,089,435","1,870","1,955","1,850","86,356,911,400","0.00","45,451,006",,,
1432,008290,원풍물산,"2,120","10","0.5","119,527","251,116,090","2,090","2,130","2,080","86,270,599,480","0.00","40,693,679",,,
1433,105740,디케이락,"10,200","-200","-1.9","313,516","3,237,330,350","10,450","10,550","10,150","86,189,102,400","0.00","8,449,912",,,
1434,007590,동방아그로,"6,290","-40","-0.6","33,942","212,678,630","6,330","6,360","6,240","85,654,559,330","0.00","13,617,577",,,
1435,052860,아이앤씨,"4,855","60","1.2","1,101,372","5,247,335,800","4,715","4,870","4,650","85,517,445,920","0.00","17,614,304",,,
1436,009200,무림페이퍼,"2,055","-5","-0.2","61,900","126,712,385","2,055","2,065","2,035","85,507,132,050","0.00","41,609,310",,,
1437,019660,글로본,"2,940","20","0.7","109,268","319,150,255","2,910","2,960","2,885","85,504,419,840","0.00","29,083,136",,,
1438,094360,칩스앤미디어,"8,860","-170","-1.9","142,794","1,278,431,050","9,090","9,110","8,850","85,413,190,900","0.00","9,640,315",,,
1439,081150,티플랙스,"3,510","-10","-0.3","1,631,178","5,796,927,255","3,520","3,620","3,500","85,182,091,020","0.00","24,268,402",,,
1440,017040,광명전기,"1,960","35","1.8","393,581","768,216,870","1,930","1,970","1,915","84,941,725,400","0.00","43,337,615",,,
1441,214680,디알텍,"1,640","-80","-4.6","1,855,359","3,068,344,080","1,670","1,690","1,630","84,923,042,520","0.00","51,782,343",,,
1442,000157,두산2우B,"95,000","7,000","8.0","206,538","20,632,740,600","84,800","111,000","83,300","84,838,610,000","0.00","893,038",,,
1443,040160,누리텔레콤,"7,030","-30","-0.4","91,125","642,727,510","7,060","7,150","6,980","84,750,411,050","0.00","12,055,535",,,
1444,101330,모베이스,"3,530","-50","-1.4","286,885","1,019,665,235","3,585","3,610","3,510","84,572,403,640","0.00","23,958,188",,,
1445,263700,케어랩스,"10,050","-50","-0.5","185,679","1,876,613,160","10,100","10,300","9,940","84,489,576,150","0.00","8,406,923",,,
1446,265560,영화테크,"15,800","-300","-1.9","206,288","3,317,695,850","16,000","16,400","15,800","84,452,422,000","0.00","5,345,090",,,
1447,006050,국영지앤엠,"2,420","-80","-3.2","903,227","2,206,894,865","2,480","2,495","2,415","84,446,488,060","0.00","34,895,243",,,
1448,067570,엔브이에이치코리아,"2,850","0","0.0","286,482","823,318,450","2,845","2,915","2,815","84,336,587,250","0.00","29,591,785",,,
1449,255220,SG,"2,295","0","0.0","237,327","543,574,325","2,270","2,340","2,245","84,272,461,965","0.00","36,720,027",,,
1450,129260,인터지스,"2,830","-70","-2.4","453,331","1,285,271,795","2,815","2,900","2,745","84,186,483,420","0.00","29,747,874",,,
1451,000910,유니온,"5,390","50","0.9","638,038","3,427,639,930","5,340","5,420","5,310","84,146,626,410","0.00","15,611,619",,,
1452,023800,인지컨트롤스,"5,540","110","2.0","252,163","1,394,145,710","5,450","5,620","5,450","83,987,109,120","0.00","15,160,128",,,
1453,013810,스페코,"5,730","-20","-0.4","1,464,304","8,534,081,890","5,850","5,950","5,710","83,975,843,100","0.00","14,655,470",,,
1454,015540,쎌마테라퓨틱스,"8,250","200","2.5","407,986","3,324,612,560","8,100","8,280","8,010","83,955,093,750","0.00","10,176,375",,,
1455,066130,하츠,"6,550","-100","-1.5","108,603","712,578,740","6,640","6,660","6,510","83,840,000,000","0.00","12,800,000",,,
1456,043910,자연과환경,"1,575","-20","-1.2","3,022,903","4,843,204,650","1,630","1,640","1,575","83,710,237,275","0.00","53,149,357",,,
1457,010660,화천기계,"3,805","25","0.7","1,334,677","5,127,215,190","3,805","3,895","3,775","83,710,000,000","0.00","22,000,000",,,
1458,117670,알파홀딩스,"4,390","10","0.2","113,778","494,018,065","4,380","4,425","4,290","83,706,671,810","0.00","19,067,579",,,
1459,338100,NH프라임리츠,"4,460","30","0.7","40,829","181,964,730","4,475","4,475","4,445","83,223,600,000","0.00","18,660,000",,,
1460,065510,휴비츠,"7,000","0","0.0","67,151","470,700,940","6,960","7,100","6,950","83,180,097,000","0.00","11,882,871",,,
1461,008600,윌비스,"1,285","-30","-2.3","1,237,068","1,601,665,125","1,310","1,310","1,285","83,164,278,655","0.00","64,719,283",,,
1462,193250,와이제이엠게임즈,"1,525","0","0.0","214,246","326,381,915","1,525","1,540","1,515","82,574,533,375","0.00","54,147,235",,,
1463,021080,에이티넘인베스트,"1,715","-25","-1.4","452,908","780,400,155","1,745","1,750","1,695","82,320,000,000","0.00","48,000,000",,,
1464,038060,루멘스,"1,725","-10","-0.6","183,684","314,988,840","1,730","1,740","1,690","82,314,843,750","0.00","47,718,750",,,
1465,058430,포스코강판,"13,700","350","2.6","123,891","1,692,547,150","13,350","13,850","13,150","82,200,000,000","0.00","6,000,000",,,
1466,035000,지투알,"4,960","-10","-0.2","25,569","125,908,480","4,930","4,990","4,900","82,174,348,640","0.00","16,567,409",,,
1467,264660,씨앤지하이테크,"9,750","40","0.4","102,113","999,485,050","9,730","9,900","9,580","81,953,430,000","0.00","8,405,480",,,
1468,005800,신영와코루,"91,000","-1,000","-1.1","251","22,882,700","91,600","92,000","90,500","81,900,000,000","0.00","900,000",,,
1469,274090,켄코아에어로스페이스,"9,090","-130","-1.4","111,460","1,014,741,570","9,240","9,280","9,030","81,899,372,880","0.00","9,009,832",,,
1470,016090,대현,"1,845","-20","-1.1","295,315","549,518,860","1,865","1,910","1,835","81,700,861,950","0.00","44,282,310",,,
1471,123010,아이에이네트웍스,"2,030","0","0.0","473,573","962,884,320","2,025","2,090","1,990","81,697,642,320","0.00","40,245,144",,,
1472,023000,삼원강재,"2,035","15","0.7","53,538","108,430,740","2,040","2,040","2,010","81,400,000,000","0.00","40,000,000",,,
1473,258830,세종메디칼,"12,000","-250","-2.0","179,780","2,178,313,000","12,150","12,350","11,950","81,332,892,000","0.00","6,777,741",,,
1474,322180,티라유텍,"14,950","400","2.8","159,149","2,406,670,300","14,550","15,650","14,450","81,234,562,500","0.00","5,433,750",,,
1475,071280,로체시스템즈,"5,310","20","0.4","222,429","1,169,090,350","5,270","5,330","5,160","81,224,961,930","0.00","15,296,603",,,
1476,083640,인콘,"943","-37","-3.8","2,505,226","2,364,442,989","980","984","927","81,190,433,803","0.00","86,098,021",,,
1477,012860,모베이스전자,"1,560","-25","-1.6","640,318","999,841,715","1,595","1,600","1,545","81,120,000,000","0.00","52,000,000",,,
1478,033230,인성정보,"3,880","-80","-2.0","297,642","1,160,637,070","3,980","3,980","3,870","81,077,178,400","0.00","20,896,180",,,
1479,102210,해덕파워웨이,"1,100","0","0.0","0","0","0","0","0","81,066,045,500","0.00","73,696,405",,,
1480,021820,세원정공,"8,090","0","0.0","0","0","0","0","0","80,900,000,000","0.00","10,000,000",,,
1481,008800,행남사,"1,770","0","0.0","0","0","0","0","0","80,762,168,880","0.00","45,628,344",,,
1482,105840,우진,"3,995","75","1.9","670,164","2,660,340,480","3,870","4,040","3,870","80,707,924,830","0.00","20,202,234",,,
1483,133750,메가엠디,"3,490","-20","-0.6","597,815","2,132,326,035","3,550","3,640","3,490","80,608,798,730","0.00","23,097,077",,,
1484,115160,휴맥스,"3,370","60","1.8","857,534","2,972,221,675","3,310","3,630","3,310","80,582,759,260","0.00","23,911,798",,,
1485,048910,대원미디어,"6,380","30","0.5","115,618","742,952,130","6,350","6,510","6,340","80,253,675,480","0.00","12,578,946",,,
1486,109860,동일금속,"11,450","50","0.4","2,636","30,042,300","11,400","11,450","11,200","80,150,000,000","0.00","7,000,000",,,
1487,010690,화신,"2,295","-140","-5.8","814,214","1,922,895,270","2,410","2,430","2,275","80,142,340,950","0.00","34,920,410",,,
1488,024880,케이피에프,"4,590","-255","-5.3","832,502","3,930,078,450","4,785","4,940","4,590","80,092,548,630","0.00","17,449,357",,,
1489,037330,인지디스플레,"1,825","40","2.2","736,281","1,336,342,285","1,780","1,850","1,770","80,090,533,800","0.00","43,885,224",,,
1490,006740,영풍제지,"3,605","-5","-0.1","237,454","846,533,575","3,630","3,670","3,500","80,031,000,000","0.00","22,200,000",,,
1491,005110,한창,"2,295","-50","-2.1","632,527","1,461,307,480","2,345","2,345","2,290","79,843,667,355","0.00","34,790,269",,,
1492,049430,코메론,"8,810","150","1.7","72,253","630,547,620","8,670","8,850","8,610","79,712,880,000","0.00","9,048,000",,,
1493,083420,그린케미칼,"3,320","5","0.2","43,429","143,699,795","3,315","3,345","3,285","79,680,000,000","0.00","24,000,000",,,
1494,032820,우리기술,"760","-15","-1.9","1,124,949","866,248,567","772","795","758","79,500,927,840","0.00","104,606,484",,,
1495,053620,태양,"9,240","100","1.1","5,163","47,460,820","9,150","9,300","9,060","79,464,000,000","0.00","8,600,000",,,
1496,049720,고려신용정보,"5,550","0","0.0","41,946","231,873,010","5,540","5,570","5,500","79,365,000,000","0.00","14,300,000",,,
1497,208640,썸에이지,"634","-16","-2.5","1,066,111","674,632,477","655","655","627","79,200,377,454","0.00","124,921,731",,,
1498,119650,KC코트렐,"6,090","-60","-1.0","359,949","2,207,216,910","6,180","6,230","6,060","79,170,000,000","0.00","13,000,000",,,
1499,002230,피에스텍,"4,020","-10","-0.2","16,262","65,527,340","4,090","4,090","4,010","79,070,356,860","0.00","19,669,243",,,
1500,065620,제낙스,"3,190","0","0.0","0","0","0","0","0","78,982,709,300","0.00","24,759,470",,,
1501,170920,엘티씨,"10,500","-100","-0.9","68,808","713,365,450","10,500","10,600","10,100","78,959,401,500","0.00","7,519,943",,,
1502,226340,본느,"2,555","-15","-0.6","123,370","315,923,530","2,575","2,590","2,535","78,437,467,780","0.00","30,699,596",,,
1503,327260,메탈라이프,"21,800","-650","-2.9","57,395","1,270,611,100","22,800","22,800","21,650","78,405,618,400","0.00","3,596,588",,,
1504,225430,케이엠제약,"3,665","140","4.0","1,214,334","4,308,289,525","3,530","3,665","3,430","78,383,538,250","0.00","21,387,050",,,
1505,294630,서남,"3,845","-25","-0.6","228,665","867,249,155","3,905","3,905","3,740","78,304,040,200","0.00","20,365,160",,,
1506,095500,미래나노텍,"3,235","55","1.7","331,481","1,067,218,225","3,210","3,275","3,140","78,296,420,320","0.00","24,202,912",,,
1507,104540,코렌텍,"7,380","-80","-1.1","27,454","203,565,820","7,520","7,520","7,280","78,134,576,580","0.00","10,587,341",,,
1508,222110,팬젠,"8,100","-90","-1.1","53,074","425,904,540","8,190","8,220","7,910","78,098,426,100","0.00","9,641,781",,,
1509,006090,사조오양,"8,280","-130","-1.6","71,465","594,224,080","8,450","8,450","8,240","78,020,278,920","0.00","9,422,739",,,
1510,090370,메타랩스,"1,225","75","6.5","600,904","719,518,455","1,150","1,230","1,140","78,020,172,825","0.00","63,689,937",,,
1511,068050,팬엔터테인먼트,"5,670","-470","-7.6","560,425","3,234,584,740","6,000","6,110","5,650","77,922,792,990","0.00","13,742,997",,,
1512,133820,화인베스틸,"2,635","75","2.9","526,921","1,369,728,510","2,585","2,665","2,535","77,864,250,000","0.00","29,550,000",,,
1513,088130,동아엘텍,"7,300","20","0.3","49,556","359,163,750","7,320","7,350","7,200","77,839,447,400","0.00","10,662,938",,,
1514,203400,에이비온,"6,270","-30","-0.5","11,171","70,183,860","6,300","6,400","6,200","77,804,279,520","0.00","12,408,976",,,
1515,062860,티엘아이,"7,880","560","7.6","498,324","3,861,964,090","7,220","8,170","7,020","77,797,033,600","0.00","9,872,720",,,
1516,205500,액션스퀘어,"1,880","-30","-1.6","226,385","428,285,515","1,880","1,940","1,850","77,705,372,600","0.00","41,332,645",,,
1517,044480,경남바이오파마,"5,450","-30","-0.6","192,158","1,047,913,370","5,490","5,560","5,380","77,670,724,050","0.00","14,251,509",,,
1518,037230,한국팩키지,"3,105","0","0.0","2,482,000","7,557,410,590","3,005","3,110","2,955","77,625,000,000","0.00","25,000,000",,,
1519,066360,체리부로,"2,785","115","4.3","739,467","1,994,690,715","2,670","2,805","2,580","77,624,547,665","0.00","27,872,369",,,
1520,010040,한국내화,"3,395","15","0.4","64,414","218,513,725","3,400","3,430","3,365","77,622,030,640","0.00","22,863,632",,,
1521,006580,대양제지,"2,885","-10","-0.4","73,504","211,016,745","2,860","2,895","2,855","77,462,250,000","0.00","26,850,000",,,
1522,094820,일진파워,"5,120","-30","-0.6","138,244","706,617,770","5,150","5,170","4,860","77,202,990,080","0.00","15,078,709",,,
1523,131760,파인텍,"1,795","5","0.3","489,836","877,581,675","1,795","1,810","1,775","77,048,693,085","0.00","42,924,063",,,
1524,075180,새론오토모티브,"4,010","-60","-1.5","99,282","392,624,245","4,030","4,030","3,890","76,992,000,000","0.00","19,200,000",,,
1525,084670,동양고속,"26,550","150","0.6","5,045","133,965,700","26,550","26,700","26,400","76,877,356,950","0.00","2,895,569",,,
1526,015230,대창단조,"26,900","-600","-2.2","16,694","454,097,400","27,550","27,550","26,900","76,859,298,700","0.00","2,857,223",,,
1527,058850,KTcs,"1,800","10","0.6","72,353","129,721,680","1,790","1,800","1,785","76,833,000,000","0.00","42,685,000",,,
1528,011500,한농화성,"4,905","0","0.0","16,280","80,306,455","4,905","4,965","4,870","76,699,691,010","0.00","15,637,042",,,
1529,058730,다스코,"4,975","-25","-0.5","32,774","163,339,200","4,965","5,060","4,950","76,615,000,000","0.00","15,400,000",,,
1530,308100,까스텔바작,"11,600","0","0.0","43,727","502,782,550","11,600","11,700","11,350","76,521,720,000","0.00","6,596,700",,,
1531,042500,링네트,"5,010","0","0.0","245,683","1,224,773,575","4,985","5,080","4,905","76,236,558,780","0.00","15,216,878",,,
1532,250930,예선테크,"2,305","45","2.0","1,199,984","2,764,122,590","2,285","2,365","2,235","76,066,014,200","0.00","33,000,440",,,
1533,307180,아이엘사이언스,"3,620","35","1.0","313,964","1,119,958,020","3,575","3,660","3,485","76,010,128,260","0.00","20,997,273",,,
1534,004830,덕성,"4,845","-55","-1.1","561,480","2,738,730,240","4,845","4,930","4,820","75,969,600,000","0.00","15,680,000",,,
1535,101240,씨큐브,"7,490","-100","-1.3","25,750","192,801,250","7,680","7,680","7,450","75,934,998,160","0.00","10,138,184",,,
1536,123570,이엠넷,"3,405","-35","-1.0","110,954","374,704,380","3,410","3,440","3,340","75,850,045,590","0.00","22,276,078",,,
1537,009310,참엔지니어링,"1,370","0","0.0","161,612","221,851,840","1,370","1,405","1,350","75,845,227,600","0.00","55,361,480",,,
1538,010100,한국프랜지,"2,490","50","2.0","917,113","2,280,266,340","2,450","2,530","2,400","75,821,545,800","0.00","30,450,420",,,
1539,036010,아비코전자,"5,700","-130","-2.2","244,581","1,395,193,280","5,710","5,810","5,600","75,769,723,800","0.00","13,292,934",,,
1540,002630,오리엔트바이오,"744","-41","-5.2","3,345,150","2,476,607,746","773","773","700","75,738,453,024","0.00","101,798,996",,,
1541,317120,라닉스,"8,020","-80","-1.0","179,218","1,445,076,300","8,130","8,180","8,010","75,672,710,000","0.00","9,435,500",,,
1542,238200,비피도,"18,500","-200","-1.1","11,374","210,598,300","18,700","18,800","18,400","75,665,000,000","0.00","4,090,000",,,
1543,083500,에프엔에스테크,"9,520","360","3.9","176,528","1,659,183,630","9,150","9,560","9,050","75,632,963,280","0.00","7,944,639",,,
1544,072990,에이치시티,"10,900","150","1.4","24,471","264,243,550","10,750","10,900","10,650","75,510,840,000","0.00","6,927,600",,,
1545,140670,알에스오토메이션,"8,290","280","3.5","176,858","1,448,343,390","8,010","8,350","7,910","75,465,030,600","0.00","9,103,140",,,
