순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
20,326030,SK바이오팜,"188,000","2,500","1.4","2,255,242","441,134,307,500","192,000","205,000","188,000","14,722,891,000,000","0.81","78,313,250",,,
21,055550,신한지주,"30,450","50","0.2","2,732,370","84,509,771,700","30,800","31,500","30,400","14,536,733,625,750","0.80","477,396,835",,,
22,000270,기아차,"35,800","-900","-2.4","2,150,417","78,350,085,950","36,650","37,250","35,700","14,512,007,822,600","0.80","405,363,347",,,
23,018260,삼성에스디에스,"177,500","-2,500","-1.4","98,254","17,517,702,500","179,000","180,000","177,000","13,734,559,500,000","0.76","77,377,800",,,
24,015760,한국전력,"19,800","0","0.0","2,507,931","49,981,489,150","19,800","20,150","19,750","12,710,888,724,600","0.70","641,964,077",,,
25,003550,LG,"73,200","1,000","1.4","217,709","15,920,224,000","71,800","73,800","71,700","12,631,181,989,200","0.70","172,557,131",,,
26,096770,SK이노베이션,"135,000","10,000","8.0","2,013,371","267,555,223,000","127,000","136,000","126,000","12,482,851,140,000","0.69","92,465,564",,,
27,066570,LG전자,"75,000","100","0.1","798,415","59,972,817,994","75,000","76,300","74,500","12,273,586,050,000","0.68","163,647,814",,,
28,033780,KT&G,"81,800","-500","-0.6","374,093","30,932,049,300","82,100","83,800","81,700","11,230,526,254,600","0.62","137,292,497",,,
29,251270,넷마블,"126,000","-3,000","-2.3","584,599","73,054,764,500","129,000","129,000","122,000","10,810,913,022,000","0.60","85,800,897",,,
30,009150,삼성전기,"142,000","5,500","4.0","1,738,896","241,438,036,000","136,000","144,000","132,500","10,606,504,832,000","0.59","74,693,696",,,
31,090430,아모레퍼시픽,"167,500","-3,500","-2.0","182,296","30,579,113,000","170,500","170,500","166,000","9,791,797,075,000","0.54","58,458,490",,,
32,032830,삼성생명,"47,950","600","1.3","721,053","34,961,645,650","47,550","49,100","47,450","9,590,000,000,000","0.53","200,000,000",,,
33,086790,하나금융지주,"28,900","-1,000","-3.3","2,100,148","62,081,237,600","30,300","30,600","28,800","8,676,995,591,800","0.48","300,242,062",,,
34,000810,삼성화재,"183,000","-500","-0.3","75,712","14,010,743,000","182,500","187,500","182,500","8,669,595,171,000","0.48","47,374,837",,,
35,010130,고려아연,"398,500","29,500","8.0","256,863","101,484,777,500","375,500","404,000","372,500","7,519,695,000,000","0.42","18,870,000",,,
36,010950,S-Oil,"63,000","0","0.0","517,086","33,023,968,200","64,500","64,600","63,000","7,092,715,896,000","0.39","112,582,792",,,
37,019170,신풍제약,"123,000","28,100","29.6","8,420,529","939,522,098,800","111,500","123,000","95,200","6,517,153,770,000","0.36","52,984,990",,,
38,009540,한국조선해양,"90,800","-2,200","-2.4","244,886","22,440,964,200","92,600","93,000","90,700","6,426,198,932,800","0.35","70,773,116",,,
39,316140,우리금융지주,"8,860","-80","-0.9","2,021,128","18,251,585,990","9,000","9,200","8,860","6,399,291,671,380","0.35","722,267,683",,,
40,030200,KT,"24,100","0","0.0","730,052","17,616,804,200","24,150","24,250","24,050","6,292,794,572,800","0.35","261,111,808",,,
41,011170,롯데케미칼,"180,500","5,500","3.1","341,157","62,198,586,000","175,500","186,000","175,000","6,186,713,129,500","0.34","34,275,419",,,
42,021240,코웨이,"77,500","-800","-1.0","185,771","14,514,916,900","78,300","79,600","77,000","5,719,470,472,500","0.32","73,799,619",,,
43,024110,기업은행,"8,350","90","1.1","3,429,965","28,975,886,670","8,320","8,600","8,300","5,648,537,642,900","0.31","676,471,574",,,
44,097950,CJ제일제당,"371,000","-5,500","-1.5","57,786","21,436,804,500","376,000","376,000","369,000","5,585,103,006,000","0.31","15,054,186",,,
45,180640,한진칼,"93,500","-4,900","-5.0","676,454","64,286,044,300","98,900","98,900","92,800","5,532,437,823,000","0.31","59,170,458",,,
46,271560,오리온,"135,000","-4,500","-3.2","82,233","11,200,260,500","138,500","139,000","135,000","5,337,377,820,000","0.29","39,536,132",,,
47,032640,LG유플러스,"12,100","-50","-0.4","1,084,391","13,165,614,700","12,200","12,200","12,100","5,282,997,468,100","0.29","436,611,361",,,
48,006800,미래에셋대우,"8,040","60","0.8","3,405,314","27,773,791,050","8,030","8,290","8,000","5,188,343,920,320","0.29","645,316,408",,,
49,035250,강원랜드,"23,900","-900","-3.6","968,179","23,313,362,150","24,650","24,700","23,850","5,113,177,950,000","0.28","213,940,500",,,
50,018880,한온시스템,"9,460","30","0.3","804,544","7,599,000,264","9,410","9,520","9,380","5,049,748,000,000","0.28","533,800,000",,,
51,096530,씨젠,"187,100","-2,200","-1.2","2,764,202","517,912,580,300","189,700","194,200","180,700","4,908,385,142,000","0.27","26,234,020",,,
52,028300,에이치엘비,"90,000","-1,600","-1.8","520,202","47,424,747,600","91,600","93,100","90,000","4,738,148,550,000","0.26","52,646,095",,,
53,034220,LG디스플레이,"12,900","-200","-1.5","2,717,193","35,466,930,900","13,150","13,300","12,850","4,615,822,530,000","0.25","357,815,700",,,
54,068760,셀트리온제약,"127,800","-400","-0.3","539,291","67,806,056,500","127,200","128,300","123,600","4,576,108,017,600","0.25","35,806,792",,,
55,003670,포스코케미칼,"73,300","-1,200","-1.6","896,151","65,049,271,700","73,900","73,900","71,500","4,470,436,526,000","0.25","60,988,220",,,
56,002790,아모레G,"53,700","-1,200","-2.2","112,659","6,079,882,400","54,500","55,200","53,600","4,428,004,266,000","0.24","82,458,180",,,
57,086280,현대글로비스,"117,000","-5,000","-4.1","228,562","26,985,023,000","121,000","122,000","116,000","4,387,500,000,000","0.24","37,500,000",,,
58,196170,알테오젠,"308,700","9,100","3.0","697,683","218,766,212,400","302,000","327,100","296,000","4,320,549,765,000","0.24","13,995,950",,,
59,009830,한화솔루션,"26,400","-700","-2.6","4,935,480","134,030,519,100","27,300","27,950","26,200","4,220,422,720,800","0.23","159,864,497",,,
60,000720,현대건설,"35,600","300","0.8","1,040,312","37,261,984,700","35,250","36,200","35,050","3,964,265,234,000","0.22","111,355,765",,,
61,088980,맥쿼리인프라,"11,350","-100","-0.9","1,796,318","20,429,029,300","11,450","11,450","11,300","3,961,653,213,600","0.22","349,044,336",,,
62,011070,LG이노텍,"164,500","-6,500","-3.8","316,226","52,394,322,500","171,500","171,500","163,000","3,893,239,101,500","0.21","23,667,107",,,
63,267250,현대중공업지주,"237,000","-3,000","-1.2","32,345","7,757,370,500","240,500","244,000","237,000","3,744,272,229,000","0.21","15,798,617",,,
64,010140,삼성중공업,"5,780","-190","-3.2","8,002,453","46,905,565,620","6,020","6,040","5,780","3,641,400,000,000","0.20","630,000,000",,,
65,004020,현대제철,"27,150","450","1.7","3,507,002","96,792,763,000","26,200","28,500","25,850","3,623,053,062,750","0.20","133,445,785",,,
66,000120,CJ대한통운,"155,000","-6,500","-4.0","90,990","14,286,926,078","161,000","162,500","154,500","3,535,913,320,000","0.20","22,812,344",,,
67,000100,유한양행,"52,500","900","1.7","371,139","19,195,034,900","51,700","52,500","50,900","3,509,982,525,000","0.19","66,856,810",,,
68,078930,GS,"36,100","200","0.6","338,083","12,372,333,000","36,400","37,200","36,100","3,354,245,145,800","0.19","92,915,378",,,
69,005830,DB손해보험,"46,950","-50","-0.1","128,351","6,062,067,450","46,350","47,700","46,350","3,324,060,000,000","0.18","70,800,000",,,
70,029780,삼성카드,"28,550","200","0.7","277,293","8,049,904,700","28,450","29,650","28,450","3,307,771,338,050","0.18","115,858,891",,,
71,004990,롯데지주,"31,300","-500","-1.6","170,423","5,358,312,150","31,850","31,950","31,200","3,283,659,118,100","0.18","104,909,237",,,
72,012750,에스원,"85,700","-200","-0.2","32,375","2,782,328,200","85,600","86,500","85,600","3,256,529,554,600","0.18","37,999,178",,,
73,139480,이마트,"116,500","-1,500","-1.3","277,875","32,812,435,000","118,000","120,500","116,000","3,247,532,913,500","0.18","27,875,819",,,
74,012510,더존비즈온,"106,500","-2,500","-2.3","82,548","8,825,840,500","108,000","108,000","106,000","3,160,142,550,000","0.17","29,672,700",,,
75,161390,한국타이어앤테크놀로지,"25,200","50","0.2","230,928","5,839,832,150","25,100","25,450","25,100","3,121,651,738,800","0.17","123,875,069",,,
76,000210,대림산업,"89,500","-500","-0.6","202,229","18,238,190,000","90,300","91,700","88,600","3,114,600,000,000","0.17","34,800,000",,,
77,000080,하이트진로,"42,900","500","1.2","536,275","22,893,571,100","42,500","43,250","42,000","3,008,731,911,900","0.17","70,133,611",,,
78,032500,케이엠더블유,"73,000","1,700","2.4","1,826,418","134,415,892,300","72,900","75,000","72,400","2,906,924,459,000","0.16","39,820,883",,,
79,128940,한미약품,"245,000","-1,000","-0.4","40,793","10,001,093,000","246,000","247,500","243,500","2,901,542,105,000","0.16","11,843,029",,,
80,247540,에코프로비엠,"138,100","1,900","1.4","428,282","58,703,523,400","136,200","138,400","134,200","2,895,151,324,600","0.16","20,964,166",,,
81,071050,한국금융지주,"51,300","800","1.6","557,871","28,548,867,800","50,700","52,000","50,200","2,858,743,389,600","0.16","55,725,992",,,
82,008770,호텔신라,"70,800","-1,200","-1.7","317,477","22,606,180,600","71,900","72,200","70,700","2,778,766,966,800","0.15","39,248,121",,,
83,007070,GS리테일,"36,000","-250","-0.7","218,152","7,846,557,000","36,200","36,250","35,800","2,772,000,000,000","0.15","77,000,000",,,
84,285130,SK케미칼,"232,000","53,500","30.0","1,308,807","293,296,778,500","209,500","232,000","209,500","2,724,003,872,000","0.15","11,741,396",,,
85,011780,금호석유,"89,400","300","0.3","203,130","18,255,454,600","89,200","91,800","88,700","2,723,811,575,400","0.15","30,467,691",,,
86,006280,녹십자,"233,000","23,000","11.0","993,057","218,167,699,000","213,500","233,000","203,000","2,722,963,354,000","0.15","11,686,538",,,
87,241560,두산밥캣,"26,800","-800","-2.9","868,422","23,503,696,600","27,250","27,900","26,200","2,686,677,648,800","0.15","100,249,166",,,
88,016360,삼성증권,"29,600","-300","-1.0","656,544","19,771,042,500","30,000","30,650","29,550","2,643,280,000,000","0.15","89,300,000",,,
89,035760,CJ ENM,"119,300","-1,100","-0.9","75,590","9,028,057,300","120,500","121,500","118,800","2,616,148,072,200","0.14","21,929,154",,,
90,042660,대우조선해양,"24,150","-200","-0.8","255,959","6,211,297,600","24,150","24,500","24,050","2,589,018,910,800","0.14","107,205,752",,,
91,036490,SK머티리얼즈,"244,000","-2,900","-1.2","89,055","21,805,433,500","247,100","250,100","242,900","2,573,632,212,000","0.14","10,547,673",,,
92,005940,NH투자증권,"9,020","130","1.5","2,323,803","21,027,394,790","8,920","9,150","8,860","2,538,308,160,740","0.14","281,408,887",,,
93,011790,SKC,"67,400","-800","-1.2","279,601","18,838,723,800","67,700","68,400","66,800","2,529,829,007,000","0.14","37,534,555",,,
94,001040,CJ,"86,500","-700","-0.8","64,908","5,649,540,800","86,800","88,100","86,500","2,523,810,327,000","0.14","29,176,998",,,
95,263750,펄어비스,"191,900","-5,900","-3.0","83,027","16,008,729,900","197,500","197,600","191,500","2,510,023,215,000","0.14","13,079,850",,,
96,009240,한샘,"106,000","-4,500","-4.1","123,081","13,156,102,000","109,500","109,500","105,500","2,494,596,368,000","0.14","23,533,928",,,
97,003410,쌍용양회,"4,945","-5","-0.1","849,522","4,207,043,190","4,950","4,965","4,930","2,491,585,697,275","0.14","503,859,595",,,
98,003000,부광약품,"37,750","-3,250","-7.9","13,046,249","507,164,205,250","41,400","41,700","37,300","2,447,633,669,500","0.14","64,837,978",,,
99,047810,한국항공우주,"25,050","350","1.4","753,068","19,022,916,050","24,800","25,650","24,750","2,441,751,430,350","0.13","97,475,107",,,
100,028050,삼성엔지니어링,"12,450","-100","-0.8","1,111,355","13,957,212,300","12,650","12,700","12,450","2,440,200,000,000","0.13","196,000,000",,,
101,095700,제넥신,"102,000","4,900","5.0","2,248,236","230,701,364,800","97,500","108,900","96,100","2,429,588,694,000","0.13","23,819,497",,,
102,253450,스튜디오드래곤,"85,500","-1,200","-1.4","208,685","17,833,188,900","86,100","86,300","85,000","2,402,239,635,000","0.13","28,096,370",,,
103,005387,현대차2우B,"65,800","-3,000","-4.4","260,982","17,484,233,300","68,800","69,400","65,600","2,400,742,675,800","0.13","36,485,451",,,
104,036460,한국가스공사,"25,800","50","0.2","317,005","8,247,247,200","25,850","26,200","25,750","2,381,675,400,000","0.13","92,313,000",,,
105,020150,일진머티리얼즈,"49,850","-450","-0.9","468,817","23,198,038,750","50,300","50,400","48,600","2,298,625,124,750","0.13","46,110,835",,,
106,008930,한미사이언스,"34,600","-350","-1.0","104,260","3,611,151,200","34,850","35,150","34,400","2,283,985,755,400","0.13","66,011,149",,,
